File name	WAVE0001.TXT	V 1.11									
Title comment	Nov-20										
Trigger Time	24/06/2011 07:20										
Ch	Mode	Range	Comment	Scaling	Ratio	Offset					
'24-06-11 09:05:18	2,19E+01	2,30E+01	2,47E+01	2,18E+01	2,27E+01	2,60E+01	2,15E+01	2,30E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:19	2,19E+01	2,30E+01	2,47E+01	2,18E+01	2,27E+01	2,60E+01	2,16E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:05:20	2,19E+01	2,30E+01	2,47E+01	2,18E+01	2,27E+01	2,60E+01	2,16E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:05:21	2,19E+01	2,30E+01	2,47E+01	2,18E+01	2,27E+01	2,60E+01	2,16E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:05:22	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,26E+01	2,60E+01	2,15E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:05:23	2,19E+01	2,30E+01	2,47E+01	2,18E+01	2,26E+01	2,60E+01	2,16E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:05:24	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,26E+01	2,61E+01	2,15E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:05:25	2,19E+01	2,30E+01	2,47E+01	2,18E+01	2,27E+01	2,61E+01	2,15E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:05:26	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,61E+01	2,15E+01	2,30E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:27	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,26E+01	2,61E+01	2,15E+01	2,30E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:28	2,19E+01	2,30E+01	2,47E+01	2,18E+01	2,26E+01	2,61E+01	2,15E+01	2,30E+01	2,60E+01	2,16E+01	0
'24-06-11 09:05:29	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,26E+01	2,61E+01	2,15E+01	2,30E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:30	2,19E+01	2,30E+01	2,47E+01	2,18E+01	2,26E+01	2,61E+01	2,15E+01	2,30E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:31	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,26E+01	2,61E+01	2,15E+01	2,30E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:32	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,26E+01	2,61E+01	2,15E+01	2,31E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:33	2,19E+01	2,30E+01	2,48E+01	2,19E+01	2,26E+01	2,61E+01	2,15E+01	2,31E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:34	2,19E+01	2,30E+01	2,48E+01	2,19E+01	2,27E+01	2,61E+01	2,15E+01	2,31E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:35	2,19E+01	2,30E+01	2,48E+01	2,19E+01	2,26E+01	2,61E+01	2,15E+01	2,31E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:36	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,61E+01	2,15E+01	2,31E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:37	2,19E+01	2,30E+01	2,48E+01	2,19E+01	2,27E+01	2,62E+01	2,15E+01	2,30E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:38	2,19E+01	2,30E+01	2,48E+01	2,19E+01	2,27E+01	2,62E+01	2,15E+01	2,30E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:39	2,19E+01	2,30E+01	2,48E+01	2,19E+01	2,27E+01	2,62E+01	2,15E+01	2,30E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:40	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,62E+01	2,15E+01	2,30E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:41	2,19E+01	2,30E+01	2,48E+01	2,19E+01	2,27E+01	2,62E+01	2,16E+01	2,30E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:42	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,62E+01	2,16E+01	2,30E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:43	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,62E+01	2,16E+01	2,29E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:44	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,62E+01	2,16E+01	2,29E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:45	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,62E+01	2,16E+01	2,29E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:46	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,63E+01	2,16E+01	2,29E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:47	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,63E+01	2,16E+01	2,29E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:48	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,63E+01	2,16E+01	2,29E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:49	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,63E+01	2,16E+01	2,30E+01	2,60E+01	2,15E+01	0
'24-06-11 09:05:50	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,62E+01	2,16E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:05:51	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,62E+01	2,16E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:05:52	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,62E+01	2,15E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:05:53	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,62E+01	2,16E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:05:54	2,20E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,62E+01	2,16E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:05:55	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,62E+01	2,15E+01	2,31E+01	2,59E+01	2,15E+01	0
'24-06-11 09:05:56	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,62E+01	2,16E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:05:57	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,26E+01	2,62E+01	2,16E+01	2,31E+01	2,59E+01	2,15E+01	0
'24-06-11 09:05:58	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,62E+01	2,16E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:05:59	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,62E+01	2,16E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:06:00	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,62E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:01	2,19E+01	2,29E+01	2,46E+01	2,19E+01	2,27E+01	2,62E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:02	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,26E+01	2,62E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:03	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,26E+01	2,61E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:04	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,26E+01	2,61E+01	2,16E+01	2,31E+01	2,60E+01	2,15E+01	0
'24-06-11 09:06:05	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,26E+01	2,61E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:06	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,26E+01	2,61E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:07	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,26E+01	2,60E+01	2,16E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:06:08	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,26E+01	2,60E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:09	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,26E+01	2,60E+01	2,16E+01	2,31E+01	2,59E+01	2,15E+01	0
'24-06-11 09:06:10	2,19E+01	2,29E+01	2,46E+01	2,19E+01	2,26E+01	2,60E+01	2,15E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:06:11	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,26E+01	2,60E+01	2,16E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:06:12	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,26E+01	2,60E+01	2,16E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:06:13	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:06:14	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,59E+01	2,16E+01	2,30E+01	2,58E+01	2,15E+01	0
'24-06-11 09:06:15	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,60E+01	2,15E+01	2,30E+01	2,58E+01	2,15E+01	0
'24-06-11 09:06:16	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,59E+01	2,15E+01	2,30E+01	2,58E+01	2,15E+01	0
'24-06-11 09:06:17	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,26E+01	2,59E+01	2,16E+01	2,30E+01	2,58E+01	2,15E+01	0
'24-06-11 09:06:18	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,59E+01	2,15E+01	2,30E+01	2,58E+01	2,15E+01	0
'24-06-11 09:06:19	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,59E+01	2,15E+01	2,30E+01	2,58E+01	2,15E+01	0
'24-06-11 09:06:20	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,59E+01	2,15E+01	2,30E+01	2,58E+01	2,16E+01	0
'24-06-11 09:06:21	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,59E+01	2,16E+01	2,30E+01	2,58E+01	2,15E+01	0
'24-06-11 09:06:22	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,59E+01	2,15E+01	2,30E+01	2,59E+01	2,16E+01	0
'24-06-11 09:06:23	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,26E+01	2,59E+01	2,16E+01	2,30E+01	2,59E+01	2,16E+01	0
'24-06-11 09:06:24	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,26E+01	2,59E+01	2,15E+01	2,30E+01	2,59E+01	2,16E+01	0
'24-06-11 09:06:25	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,59E+01	2,15E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:06:26	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,59E+01	2,16E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:06:27	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,59E+01	2,15E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:06:28	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,59E+01	2,16E+01	2,31E+01	2,59E+01	2,15E+01	0
'24-06-11 09:06:29	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,59E+01	2,15E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:30	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,59E+01	2,16E+01	2,31E+01	2,60E+01	2,15E+01	0
'24-06-11 09:06:31	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:32	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:33	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:34	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:35	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:36	2,19E+01	2,30E+01	2,47E+01	2,18E+01	2,27E+01	2,60E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:37	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:38	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:39	2,19E+01	2,30E+01	2,47E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:40	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:41	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,30E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:42	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:43	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:44	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:45	2,19E+01	2,30E+01	2,46E+01	2,19E+01	2,27E+01	2,61E+01	2,16E+01	2,31E+01	2,61E+01	2,16E+01	0
'24-06-11 09:06:46	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,27E+01	2,61E+01	2,16E+01	2,31E+01	2,61E+01	2,16E+01	0
'24-06-11 09:06:47	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,27E+01	2,61E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:48	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,27E+01	2,61E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:49	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,27E+01	2,61E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:50	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,27E+01	2,61E+01	2,15E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:51	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,27E+01	2,61E+01	2,16E+01	2,30E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:52	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:53	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:54	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:55	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,27E+01	2,61E+01	2,16E+01	2,30E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:56	2,19E+01	2,29E+01	2,45E+01	2,19E+01	2,27E+01	2,61E+01	2,16E+01	2,30E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:57	2,19E+01	2,29E+01	2,45E+01	2,19E+01	2,27E+01	2,61E+01	2,16E+01	2,30E+01	2,60E+01	2,15E+01	0
'24-06-11 09:06:58	2,19E+01	2,29E+01	2,45E+01	2,19E+01	2,27E+01	2,61E+01	2,16E+01	2,30E+01	2,60E+01	2,16E+01	0
'24-06-11 09:06:59	2,19E+01	2,29E+01	2,45E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,30E+01	2,60E+01	2,16E+01	0
'24-06-11 09:07:00	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,27E+01	2,60E+01	2,16E+01	2,30E+01	2,60E+01	2,16E+01	0
'24-06-11 09:07:01	2,19E+01	2,29E+01	2,45E+01	2,19E+01	2,27E+01	2,59E+01	2,16E+01	2,30E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:02	2,19E+01	2,29E+01	2,45E+01	2,19E+01	2,27E+01	2,59E+01	2,16E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:03	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,27E+01	2,59E+01	2,16E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:04	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,26E+01	2,59E+01	2,16E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:05	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,27E+01	2,59E+01	2,16E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:06	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,27E+01	2,59E+01	2,16E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:07	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,26E+01	2,59E+01	2,16E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:08	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,26E+01	2,58E+01	2,15E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:09	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,26E+01	2,58E+01	2,16E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:10	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,26E+01	2,58E+01	2,16E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:11	2,19E+01	2,29E+01	2,45E+01	2,19E+01	2,26E+01	2,57E+01	2,15E+01	2,30E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:12	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,26E+01	2,57E+01	2,15E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:13	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,26E+01	2,57E+01	2,16E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:07:14	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,26E+01	2,57E+01	2,15E+01	2,30E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:15	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,26E+01	2,57E+01	2,15E+01	2,30E+01	2,60E+01	2,16E+01	0
'24-06-11 09:07:16	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,26E+01	2,57E+01	2,15E+01	2,30E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:17	2,19E+01	2,29E+01	2,45E+01	2,19E+01	2,26E+01	2,57E+01	2,15E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:18	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,26E+01	2,57E+01	2,15E+01	2,30E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:19	2,19E+01	2,29E+01	2,45E+01	2,19E+01	2,26E+01	2,57E+01	2,15E+01	2,30E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:20	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,26E+01	2,57E+01	2,15E+01	2,30E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:21	2,19E+01	2,30E+01	2,45E+01	2,19E+01	2,26E+01	2,58E+01	2,15E+01	2,30E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:22	2,19E+01	2,29E+01	2,45E+01	2,19E+01	2,26E+01	2,57E+01	2,15E+01	2,29E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:23	2,19E+01	2,29E+01	2,45E+01	2,19E+01	2,26E+01	2,57E+01	2,15E+01	2,29E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:24	2,19E+01	2,29E+01	2,45E+01	2,19E+01	2,26E+01	2,58E+01	2,15E+01	2,30E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:25	2,19E+01	2,29E+01	2,45E+01	2,19E+01	2,26E+01	2,58E+01	2,15E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:26	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,26E+01	2,58E+01	2,15E+01	2,30E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:27	2,19E+01	2,29E+01	2,45E+01	2,19E+01	2,26E+01	2,58E+01	2,15E+01	2,30E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:28	2,19E+01	2,29E+01	2,45E+01	2,19E+01	2,26E+01	2,58E+01	2,15E+01	2,30E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:29	2,19E+01	2,29E+01	2,45E+01	2,18E+01	2,26E+01	2,59E+01	2,15E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:30	2,19E+01	2,29E+01	2,45E+01	2,18E+01	2,26E+01	2,58E+01	2,15E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:31	2,19E+01	2,29E+01	2,45E+01	2,18E+01	2,26E+01	2,58E+01	2,15E+01	2,30E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:32	2,19E+01	2,29E+01	2,45E+01	2,18E+01	2,25E+01	2,58E+01	2,15E+01	2,31E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:33	2,19E+01	2,29E+01	2,45E+01	2,18E+01	2,26E+01	2,59E+01	2,15E+01	2,31E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:34	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,26E+01	2,59E+01	2,15E+01	2,30E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:35	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,25E+01	2,59E+01	2,15E+01	2,31E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:36	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,25E+01	2,59E+01	2,15E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:37	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,26E+01	2,59E+01	2,15E+01	2,31E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:38	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,26E+01	2,59E+01	2,15E+01	2,31E+01	2,60E+01	2,16E+01	0
'24-06-11 09:07:39	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,26E+01	2,60E+01	2,15E+01	2,31E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:40	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,26E+01	2,60E+01	2,15E+01	2,31E+01	2,60E+01	2,15E+01	0
'24-06-11 09:07:41	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,26E+01	2,60E+01	2,15E+01	2,31E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:42	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,26E+01	2,60E+01	2,15E+01	2,31E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:43	2,19E+01	2,29E+01	2,45E+01	2,18E+01	2,26E+01	2,60E+01	2,15E+01	2,31E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:44	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,26E+01	2,60E+01	2,15E+01	2,31E+01	2,59E+01	2,16E+01	0
'24-06-11 09:07:45	2,19E+01	2,29E+01	2,45E+01	2,18E+01	2,26E+01	2,60E+01	2,15E+01	2,31E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:46	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,26E+01	2,60E+01	2,15E+01	2,31E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:47	2,19E+01	2,30E+01	2,46E+01	2,18E+01	2,26E+01	2,61E+01	2,16E+01	2,31E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:48	2,19E+01	2,30E+01	2,46E+01	2,18E+01	2,26E+01	2,60E+01	2,15E+01	2,31E+01	2,59E+01	2,15E+01	0
'24-06-11 09:07:49	2,19E+01	2,30E+01	2,46E+01	2,18E+01	2,27E+01	2,61E+01	2,15E+01	2,31E+01	2,58E+01	2,15E+01	0
'24-06-11 09:07:50	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,26E+01	2,61E+01	2,15E+01	2,31E+01	2,58E+01	2,15E+01	0
'24-06-11 09:07:51	2,19E+01	2,30E+01	2,46E+01	2,18E+01	2,27E+01	2,61E+01	2,15E+01	2,31E+01	2,58E+01	2,16E+01	0
'24-06-11 09:07:52	2,19E+01	2,30E+01	2,46E+01	2,18E+01	2,26E+01	2,61E+01	2,15E+01	2,31E+01	2,58E+01	2,15E+01	0
'24-06-11 09:07:53	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,26E+01	2,61E+01	2,15E+01	2,31E+01	2,58E+01	2,15E+01	0
'24-06-11 09:07:54	2,19E+01	2,30E+01	2,46E+01	2,18E+01	2,26E+01	2,61E+01	2,15E+01	2,31E+01	2,58E+01	2,16E+01	0
'24-06-11 09:07:55	2,19E+01	2,30E+01	2,46E+01	2,18E+01	2,26E+01	2,61E+01	2,15E+01	2,31E+01	2,58E+01	2,15E+01	0
'24-06-11 09:07:56	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,27E+01	2,61E+01	2,15E+01	2,31E+01	2,58E+01	2,15E+01	0
'24-06-11 09:07:57	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,27E+01	2,61E+01	2,15E+01	2,31E+01	2,58E+01	2,16E+01	0
'24-06-11 09:07:58	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,27E+01	2,61E+01	2,15E+01	2,31E+01	2,58E+01	2,15E+01	0
'24-06-11 09:07:59	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,27E+01	2,61E+01	2,15E+01	2,31E+01	2,58E+01	2,15E+01	0
'24-06-11 09:08:00	2,19E+01	2,30E+01	2,45E+01	2,18E+01	2,27E+01	2,62E+01	2,15E+01	2,31E+01	2,58E+01	2,15E+01	0
